id,vid,tupleid,tablename,attribute,oldvalue,newvalue,time
4447,463,34295,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-16 08:25 PM','2011-12-16 8:25 PM',2017-10-16 15:56:53.185252
4448,469,34296,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-16 08:25 PM','2011-12-16 8:25 PM',2017-10-16 15:56:53.185252
4449,473,18073,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-09 07:05 AM','2011-12-09 7:05 AM',2017-10-16 15:56:53.185252
4450,475,18076,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-09 07:05 AM','2011-12-09 7:05 AM',2017-10-16 15:56:53.185252
4451,480,40035,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-18 09:05 AM','2011-12-18 9:05 AM',2017-10-16 15:56:53.185252
4452,495,36778,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-17 06:00 AM','2011-12-17 6:00 AM',2017-10-16 15:56:53.185252
4453,486,36775,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-17 06:00 AM','2011-12-17 6:00 AM',2017-10-16 15:56:53.185252
4454,493,15800,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-08 07:55 AM','2011-12-08 7:55 AM',2017-10-16 15:56:53.185252
4455,489,48896,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-24 07:25 AM','2011-12-24 7:25 AM',2017-10-16 15:56:53.185252
4456,499,18779,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-09 07:15 PM','2011-12-09 7:15 PM',2017-10-16 15:56:53.185252
4457,503,53811,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-26 06:00 AM','2011-12-26 6:00 AM',2017-10-16 15:56:53.185252
4458,505,58699,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-28 08:35 AM','2011-12-28 8:35 AM',2017-10-16 15:56:53.185252
4459,508,58701,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-28 08:35 AM','2011-12-28 8:35 AM',2017-10-16 15:56:53.185252
4460,521,61216,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-29 8:25 PM','2011-12-29 08:25 PM',2017-10-16 15:56:53.185252
4461,516,61206,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-29 8:25 PM','2011-12-29 08:25 PM',2017-10-16 15:56:53.185252
4462,518,61207,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-29 8:25 PM','2011-12-29 08:25 PM',2017-10-16 15:56:53.185252
4463,531,68705,TB_FLIGHTS_DIRTY,scheduleddeparture,'2012-01-01 04:25 PM','2012-01-01 4:25 PM',2017-10-16 15:56:53.185252
4464,524,68702,TB_FLIGHTS_DIRTY,scheduleddeparture,'2012-01-01 04:25 PM','2012-01-01 4:25 PM',2017-10-16 15:56:53.185252
4465,523,37116,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-17 09:29 AM','2011-12-17 9:29 AM',2017-10-16 15:56:53.185252
4466,528,37118,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-17 09:29 AM','2011-12-17 9:29 AM',2017-10-16 15:56:53.185252
4467,533,71245,TB_FLIGHTS_DIRTY,scheduleddeparture,'2012-01-02 08:21 AM','2012-01-02 8:21 AM',2017-10-16 15:56:53.185252
4468,536,23688,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-11 08:40 AM','2011-12-11 8:40 AM',2017-10-16 15:56:53.185252
4469,539,23689,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-11 08:40 AM','2011-12-11 8:40 AM',2017-10-16 15:56:53.185252
4470,543,47250,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-22 08:19 AM','2011-12-22 8:19 AM',2017-10-16 15:56:53.185252
4471,544,32410,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-15 07:15 AM','2011-12-15 7:15 AM',2017-10-16 15:56:53.185252
4472,548,34232,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-16 08:05 AM','2011-12-16 8:05 AM',2017-10-16 15:56:53.185252
4473,560,2277,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-01 10:40 AM','2011-12-01 12:15 PM',2017-10-16 15:56:53.185252
4474,554,1922,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-01 09:15 AM','2011-12-01 9:15 AM',2017-10-16 15:56:53.185252
4475,559,1925,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-01 09:15 AM','2011-12-01 9:15 AM',2017-10-16 15:56:53.185252
4476,565,59201,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-28 8:19 AM','2011-12-28 08:19 AM',2017-10-16 15:56:53.185252
4477,566,59202,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-28 8:19 AM','2011-12-28 08:19 AM',2017-10-16 15:56:53.185252
4478,569,25694,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-12 07:55 AM','2011-12-12 7:55 AM',2017-10-16 15:56:53.185252
4479,577,37174,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-17 08:15 AM','2011-12-17 8:15 AM',2017-10-16 15:56:53.185252
4480,574,66761,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-31 09:05 AM','2011-12-31 9:05 AM',2017-10-16 15:56:53.185252
4481,579,1543,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-01 06:00 AM','2011-12-01 6:00 AM',2017-10-16 15:56:53.185252
4482,584,44167,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-20 08:05 AM','2011-12-20 8:05 AM',2017-10-16 15:56:53.185252
4483,588,55560,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-27 12:15 PM','2011-12-27 10:40 AM',2017-10-16 15:56:53.185252
4484,593,53652,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-26 08:05 AM','2011-12-26 8:05 AM',2017-10-16 15:56:53.185252
4485,596,68005,TB_FLIGHTS_DIRTY,scheduleddeparture,'2012-01-01 07:15 AM','2012-01-01 7:15 AM',2017-10-16 15:56:53.185252
4486,599,13652,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-07 09:15 AM','2011-12-07 9:15 AM',2017-10-16 15:56:53.185252
4487,601,70762,TB_FLIGHTS_DIRTY,scheduleddeparture,'2012-01-02 08:35 AM','2012-01-02 8:35 AM',2017-10-16 15:56:53.185252
4488,604,1521,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-01 08:35 AM','2011-12-01 8:35 AM',2017-10-16 15:56:53.185252
4489,607,1522,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-01 08:35 AM','2011-12-01 8:35 AM',2017-10-16 15:56:53.185252
4490,613,15681,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-08 12:15 PM','2011-12-08 10:40 AM',2017-10-16 15:56:53.185252
4491,612,11330,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-05 06:00 AM','2011-12-05 6:00 AM',2017-10-16 15:56:53.185252
4492,617,4368,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-02 04:25 PM','2011-12-02 4:25 PM',2017-10-16 15:56:53.185252
4493,620,60721,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-29 07:55 AM','2011-12-29 7:55 AM',2017-10-16 15:56:53.185252
4494,623,72953,TB_FLIGHTS_DIRTY,scheduleddeparture,'2012-01-03 07:25 AM','2012-01-03 7:25 AM',2017-10-16 15:56:53.185252
4495,627,72955,TB_FLIGHTS_DIRTY,scheduleddeparture,'2012-01-03 07:25 AM','2012-01-03 7:25 AM',2017-10-16 15:56:53.185252
4496,628,1476,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-01 08:40 AM','2011-12-01 8:40 AM',2017-10-16 15:56:53.185252
4497,635,1257,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-01 07:25 AM','2011-12-01 7:25 AM',2017-10-16 15:56:53.185252
4498,638,56643,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-27 09:15 AM','2011-12-27 9:15 AM',2017-10-16 15:56:53.185252
4499,644,56646,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-27 09:15 AM','2011-12-27 9:15 AM',2017-10-16 15:56:53.185252
4500,641,33934,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-16 07:15 AM','2011-12-16 7:15 AM',2017-10-16 15:56:53.185252
4501,650,46617,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-22 07:41 PM','2011-12-22 7:41 PM',2017-10-16 15:56:53.185252
4502,668,31583,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-14 04:25 PM','2011-12-14 4:25 PM',2017-10-16 15:56:53.185252
4503,659,31578,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-14 04:25 PM','2011-12-14 4:25 PM',2017-10-16 15:56:53.185252
4504,656,9140,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-04 12/3 11:55 PM','2011-12-04 11:55 PM',2017-10-16 15:56:53.185252
4505,661,26176,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-12 8:40 AM','2011-12-12 08:40 AM',2017-10-16 15:56:53.185252
4506,660,26175,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-12 8:40 AM','2011-12-12 08:40 AM',2017-10-16 15:56:53.185252
4507,666,45079,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-20 09:05 AM','2011-12-20 9:05 AM',2017-10-16 15:56:53.185252
4508,672,73697,TB_FLIGHTS_DIRTY,scheduleddeparture,'2012-01-03 07:15 PM','2012-01-03 7:15 PM',2017-10-16 15:56:53.185252
4509,678,18877,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-09 08:25 PM','2011-12-09 8:25 PM',2017-10-16 15:56:53.185252
4510,688,18880,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-09 08:25 PM','2011-12-09 8:25 PM',2017-10-16 15:56:53.185252
4511,681,14073,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-07 07:15 AM','2011-12-07 7:15 AM',2017-10-16 15:56:53.185252
4512,689,14074,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-07 08:05 AM','2011-12-07 7:15 AM',2017-10-16 15:56:53.185252
4513,708,35245,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-16 07:45 PM','2011-12-16 7:45 PM',2017-10-16 15:56:53.185252
4514,698,35244,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-16 07:45 PM','2011-12-16 7:45 PM',2017-10-16 15:56:53.185252
4515,696,57892,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-28 7:00 AM','2011-12-28 07:00 AM',2017-10-16 15:56:53.185252
4516,693,57891,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-28 7:00 AM','2011-12-28 07:00 AM',2017-10-16 15:56:53.185252
4517,703,55676,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-27 07:55 AM','2011-12-27 7:55 AM',2017-10-16 15:56:53.185252
4518,717,12676,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-07 08:35 AM','2011-12-07 8:35 AM',2017-10-16 15:56:53.185252
4519,710,12675,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-07 08:35 AM','2011-12-07 8:35 AM',2017-10-16 15:56:53.185252
4520,718,71087,TB_FLIGHTS_DIRTY,scheduleddeparture,'2012-01-02 04:25 PM','2012-01-02 4:25 PM',2017-10-16 15:56:53.185252
4521,723,58739,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-28 8:35 AM','2011-12-28 08:35 AM',2017-10-16 15:56:53.185252
4522,724,58740,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-28 8:35 AM','2011-12-28 08:35 AM',2017-10-16 15:56:53.185252
4523,734,39654,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-18 09:20 AM','2011-12-18 9:20 AM',2017-10-16 15:56:53.185252
4524,728,39651,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-18 09:20 AM','2011-12-18 9:20 AM',2017-10-16 15:56:53.185252
4525,738,14789,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-07 08:05 AM','2011-12-07 8:05 AM',2017-10-16 15:56:53.185252
4526,743,18683,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-09 07:25 AM','2011-12-09 7:25 AM',2017-10-16 15:56:53.185252
4527,737,18681,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-09 07:25 AM','2011-12-09 7:25 AM',2017-10-16 15:56:53.185252
4528,742,33513,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-16 07:00 AM','2011-12-16 7:00 AM',2017-10-16 15:56:53.185252
4529,746,39197,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-18 08:35 AM','2011-12-18 8:35 AM',2017-10-16 15:56:53.185252
4530,752,38977,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-18 07:25 AM','2011-12-18 7:25 AM',2017-10-16 15:56:53.185252
4531,755,56127,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-27 08:05 AM','2011-12-27 8:05 AM',2017-10-16 15:56:53.185252
4532,753,12927,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-07 9:05 AM','2011-12-07 09:05 AM',2017-10-16 15:56:53.185252
4533,792,29671,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-13 07:45 PM','2011-12-13 7:45 PM',2017-10-16 15:56:53.185252
4534,801,29670,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-13 07:45 PM','2011-12-13 7:45 PM',2017-10-16 15:56:53.185252
4535,767,29668,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-13 07:45 PM','2011-12-13 7:45 PM',2017-10-16 15:56:53.185252
4536,780,29669,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-13 07:45 PM','2011-12-13 7:45 PM',2017-10-16 15:56:53.185252
4537,764,42089,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-19 04:25 PM','2011-12-19 4:25 PM',2017-10-16 15:56:53.185252
4538,777,46645,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-22 08:05 AM','2011-12-22 8:05 AM',2017-10-16 15:56:53.185252
4539,781,41375,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-19 07:15 AM','2011-12-19 7:15 AM',2017-10-16 15:56:53.185252
4540,788,41376,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-19 07:15 AM','2011-12-19 7:15 AM',2017-10-16 15:56:53.185252
4541,805,8544,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-04 07:25 AM','2011-12-04 7:25 AM',2017-10-16 15:56:53.185252
4542,812,46349,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-22 07:15 AM','2011-12-22 7:15 AM',2017-10-16 15:56:53.185252
4543,815,19410,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-09 8:15 AM','2011-12-09 08:15 AM',2017-10-16 15:56:53.185252
4544,817,19411,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-09 8:15 AM','2011-12-09 08:15 AM',2017-10-16 15:56:53.185252
4545,823,49176,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-24 06:00 AM','2011-12-24 6:00 AM',2017-10-16 15:56:53.185252
4546,819,49175,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-24 06:00 AM','2011-12-24 6:00 AM',2017-10-16 15:56:53.185252
4547,827,73573,TB_FLIGHTS_DIRTY,scheduleddeparture,'2012-01-03 8:28 AM','2012-01-03 08:28 AM',2017-10-16 15:56:53.185252
4548,828,73574,TB_FLIGHTS_DIRTY,scheduleddeparture,'2012-01-03 8:28 AM','2012-01-03 08:28 AM',2017-10-16 15:56:53.185252
4549,833,65663,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-31 07:15 AM','2011-12-31 7:15 AM',2017-10-16 15:56:53.185252
4550,846,65668,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-31 07:15 AM','2011-12-31 7:15 AM',2017-10-16 15:56:53.185252
4551,839,34325,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-16 08:35 AM','2011-12-16 8:35 AM',2017-10-16 15:56:53.185252
4552,844,70578,TB_FLIGHTS_DIRTY,scheduleddeparture,'2012-01-02 07:25 AM','2012-01-02 7:25 AM',2017-10-16 15:56:53.185252
4553,850,70581,TB_FLIGHTS_DIRTY,scheduleddeparture,'2012-01-02 07:25 AM','2012-01-02 7:25 AM',2017-10-16 15:56:53.185252
4554,851,20830,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-10 8:01 AM','2011-12-10 08:01 AM',2017-10-16 15:56:53.185252
4555,874,65992,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-31 08:25 PM','2011-12-31 8:25 PM',2017-10-16 15:56:53.185252
4556,862,65989,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-31 08:25 PM','2011-12-31 8:25 PM',2017-10-16 15:56:53.185252
4557,876,20791,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-10 07:55 AM','2011-12-10 7:55 AM',2017-10-16 15:56:53.185252
4558,867,20789,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-10 07:55 AM','2011-12-10 7:55 AM',2017-10-16 15:56:53.185252
4559,859,20788,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-10 07:55 AM','2011-12-10 7:55 AM',2017-10-16 15:56:53.185252
4560,875,21363,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-10 07:15 AM','2011-12-10 7:15 AM',2017-10-16 15:56:53.185252
4561,863,21357,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-10 07:15 AM','2011-12-10 7:15 AM',2017-10-16 15:56:53.185252
4562,881,51210,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-25 07:41 PM','2011-12-25 7:41 PM',2017-10-16 15:56:53.185252
4563,885,51211,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-25 07:41 PM','2011-12-25 7:41 PM',2017-10-16 15:56:53.185252
4564,888,51212,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-25 07:41 PM','2011-12-25 7:41 PM',2017-10-16 15:56:53.185252
4565,882,10451,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-05 07:05 AM','2011-12-05 7:05 AM',2017-10-16 15:56:53.185252
4566,894,34668,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-16 04:25 PM','2011-12-16 4:25 PM',2017-10-16 15:56:53.185252
4567,891,34667,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-16 04:25 PM','2011-12-16 4:25 PM',2017-10-16 15:56:53.185252
4568,897,34669,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-16 04:25 PM','2011-12-16 4:25 PM',2017-10-16 15:56:53.185252
4569,900,73228,TB_FLIGHTS_DIRTY,scheduleddeparture,'2012-01-03 07:15 AM','2012-01-03 7:15 AM',2017-10-16 15:56:53.185252
4570,903,24030,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-11 04:20 PM','2011-12-11 4:20 PM',2017-10-16 15:56:53.185252
4571,906,72441,TB_FLIGHTS_DIRTY,scheduleddeparture,'2012-01-03 09:00 AM','2012-01-03 9:00 AM',2017-10-16 15:56:53.185252
4572,909,5891,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-03 07:55 AM','2011-12-03 7:55 AM',2017-10-16 15:56:53.185252
4573,913,5892,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-03 07:55 AM','2011-12-03 7:55 AM',2017-10-16 15:56:53.185252
4574,918,8374,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-04 07:15 AM','2011-12-04 7:15 AM',2017-10-16 15:56:53.185252
4575,924,8375,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-04 08:05 AM','2011-12-04 7:15 AM',2017-10-16 15:56:53.185252
4576,919,16406,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-08 06:00 AM','2011-12-08 6:00 AM',2017-10-16 15:56:53.185252
4577,925,16788,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-08 09:15 AM','2011-12-08 9:15 AM',2017-10-16 15:56:53.185252
4578,928,65437,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-31 12:15 PM','2011-12-31 10:40 AM',2017-10-16 15:56:53.185252
4579,933,41778,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-19 8:35 AM','2011-12-19 08:35 AM',2017-10-16 15:56:53.185252
4580,934,41779,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-19 8:35 AM','2011-12-19 08:35 AM',2017-10-16 15:56:53.185252
4581,943,72807,TB_FLIGHTS_DIRTY,scheduleddeparture,'2012-01-03 07:15 AM','2012-01-03 7:15 AM',2017-10-16 15:56:53.185252
4582,940,64452,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-30 10:40 AM','2011-12-30 12:15 PM',2017-10-16 15:56:53.185252
4583,946,24521,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-11 09:05 AM','2011-12-11 9:05 AM',2017-10-16 15:56:53.185252
4584,948,26672,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-12 08:17 AM','2011-12-12 8:17 AM',2017-10-16 15:56:53.185252
4585,951,7050,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-03 09:05 AM','2011-12-03 9:05 AM',2017-10-16 15:56:53.185252
4586,956,18899,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-09 08:40 AM','2011-12-09 8:40 AM',2017-10-16 15:56:53.185252
4587,965,44348,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-20 7:15 AM','2011-12-20 07:15 AM',2017-10-16 15:56:53.185252
4588,966,44349,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-20 7:15 AM','2011-12-20 07:15 AM',2017-10-16 15:56:53.185252
4589,968,44350,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-20 7:15 AM','2011-12-20 07:15 AM',2017-10-16 15:56:53.185252
4590,972,19252,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-09 04:25 PM','2011-12-09 4:25 PM',2017-10-16 15:56:53.185252
4591,967,19249,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-09 04:25 PM','2011-12-09 4:25 PM',2017-10-16 15:56:53.185252
4592,985,41867,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-19 07:15 AM','2011-12-19 7:15 AM',2017-10-16 15:56:53.185252
4593,977,41863,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-19 07:15 AM','2011-12-19 7:15 AM',2017-10-16 15:56:53.185252
4594,980,11714,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-05 09:15 AM','2011-12-05 9:15 AM',2017-10-16 15:56:53.185252
4595,986,11716,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-05 09:15 AM','2011-12-05 9:15 AM',2017-10-16 15:56:53.185252
4596,989,31134,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-14 08:05 AM','2011-12-14 8:05 AM',2017-10-16 15:56:53.185252
4597,999,34367,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-16 8:35 AM','2011-12-16 08:35 AM',2017-10-16 15:56:53.185252
4598,996,34366,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-16 8:35 AM','2011-12-16 08:35 AM',2017-10-16 15:56:53.185252
4599,998,29093,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-13 12/12 11:55 PM','2011-12-13 11:55 PM',2017-10-16 15:56:53.185252
4600,1007,3215,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-02 07:05 AM','2011-12-02 7:05 AM',2017-10-16 15:56:53.185252
4601,1002,3213,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-02 07:05 AM','2011-12-02 7:05 AM',2017-10-16 15:56:53.185252
4602,1009,32820,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-15 07:41 PM','2011-12-15 7:41 PM',2017-10-16 15:56:53.185252
4603,1013,31236,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-14 08:40 AM','2011-12-14 8:40 AM',2017-10-16 15:56:53.185252
4604,1018,70182,TB_FLIGHTS_DIRTY,scheduleddeparture,'2012-01-02 12:15 PM','2012-01-02 10:40 AM',2017-10-16 15:56:53.185252
4605,1022,70817,TB_FLIGHTS_DIRTY,scheduleddeparture,'2012-01-02 6:00 AM','2012-01-02 06:00 AM',2017-10-16 15:56:53.185252
4606,1021,70816,TB_FLIGHTS_DIRTY,scheduleddeparture,'2012-01-02 6:00 AM','2012-01-02 06:00 AM',2017-10-16 15:56:53.185252
4607,1026,44139,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-20 07:41 PM','2011-12-20 7:41 PM',2017-10-16 15:56:53.185252
4608,1029,51352,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-25 08:35 AM','2011-12-25 8:35 AM',2017-10-16 15:56:53.185252
4609,1032,51353,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-25 08:35 AM','2011-12-25 8:35 AM',2017-10-16 15:56:53.185252
4610,1035,18519,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-09 07:15 AM','2011-12-09 7:15 AM',2017-10-16 15:56:53.185252
4611,1040,18521,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-09 07:15 AM','2011-12-09 7:15 AM',2017-10-16 15:56:53.185252
4612,1042,61305,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-29 06:00 AM','2011-12-29 6:00 AM',2017-10-16 15:56:53.185252
4613,1045,56309,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-27 07:15 AM','2011-12-27 7:15 AM',2017-10-16 15:56:53.185252
4614,1052,30868,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-14 07:15 AM','2011-12-14 7:15 AM',2017-10-16 15:56:53.185252
4615,1071,30869,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-14 08:05 AM','2011-12-14 7:15 AM',2017-10-16 15:56:53.185252
4616,1067,30872,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-14 07:15 AM','2011-12-14 7:15 AM',2017-10-16 15:56:53.185252
4617,1053,24135,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-11 09:00 AM','2011-12-11 9:00 AM',2017-10-16 15:56:53.185252
4618,1064,24138,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-11 09:00 AM','2011-12-11 9:00 AM',2017-10-16 15:56:53.185252
4619,1062,40181,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-18 9:10 AM','2011-12-18 09:10 AM',2017-10-16 15:56:53.185252
4620,1066,40182,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-18 9:10 AM','2011-12-18 09:10 AM',2017-10-16 15:56:53.185252
4621,1063,30137,TB_FLIGHTS_DIRTY,scheduleddeparture,'2011-12-14 9:05 AM','2011-12-14 09:05 AM',2017-10-16 15:56:53.185252
4622,1092,71677,TB_FLIGHTS_DIRTY,scheduleddeparture,'2012-01-02 07:45 PM','2012-01-02 7:45 PM',2017-10-16 15:56:53.185252
