~0~,ua,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5
52516,flightview,AA-222-LAX-BOS,7:10 AM_ Dec 26,7:18 AM_ Dec 26,~Terminal 4 - 40~,3:30 PM_ Dec 26,3:18 PM_ Dec 26,~Terminal B - B28~
52517,panynj,AA-222-LAX-BOS,7:10 AM_ Dec 26,7:18 AM_ Dec 26,~Terminal 4 - 40~,3:30 PM_ Dec 26,3:18 PM_ Dec 26,~Terminal B - B28~
52519,foxbusiness,AA-222-LAX-BOS,7:10 AM_ Dec 26,7:18 AM_ Dec 26,~Terminal 4 - 40~,3:30 PM_ Dec 26,3:18 PM_ Dec 26,~Terminal B - B28~
52520,allegiantair,AA-222-LAX-BOS,7:10 AM_ Dec 26,7:18 AM_ Dec 26,~Terminal 4 - 40~,3:30 PM_ Dec 26,3:18 PM_ Dec 26,~Terminal B - B28~
52542,flightview,AA-3468-CVG-MIA,7:00 AM_ Dec 26,7:25 AM_ Dec 26,Terminal 2,9:55 AM_ Dec 26,9:36 AM_ Dec 26,~Terminal D - D55~
52543,panynj,AA-3468-CVG-MIA,7:00 AM_ Dec 26,7:25 AM_ Dec 26,Terminal 2,9:55 AM_ Dec 26,9:36 AM_ Dec 26,~Terminal D - D55~
52545,foxbusiness,AA-3468-CVG-MIA,7:00 AM_ Dec 26,7:25 AM_ Dec 26,Terminal 2,9:55 AM_ Dec 26,9:36 AM_ Dec 26,~Terminal D - D55~
52546,allegiantair,AA-3468-CVG-MIA,7:00 AM_ Dec 26,7:25 AM_ Dec 26,Terminal 2,9:55 AM_ Dec 26,9:36 AM_ Dec 26,~Terminal D - D55~
52593,flightview,AA-518-MIA-JFK,6:30 AM_ Dec 26,6:47 AM_ Dec 26,~Terminal D - D16~,9:15 AM_ Dec 26,9:19 AM_ Dec 26,~Terminal 8 - 4~
52594,panynj,AA-518-MIA-JFK,6:30 AM_ Dec 26,6:47 AM_ Dec 26,~Terminal D - D16~,9:15 AM_ Dec 26,9:19 AM_ Dec 26,~Terminal 8 - 4~
52596,foxbusiness,AA-518-MIA-JFK,6:30 AM_ Dec 26,6:47 AM_ Dec 26,~Terminal D - D16~,9:15 AM_ Dec 26,9:19 AM_ Dec 26,~Terminal 8 - 4~
52597,allegiantair,AA-518-MIA-JFK,6:30 AM_ Dec 26,6:47 AM_ Dec 26,~Terminal D - D16~,9:15 AM_ Dec 26,9:19 AM_ Dec 26,~Terminal 8 - 4~
52874,flightview,AA-466-IAH-MIA,6:00 AM_ Dec 26,6:14 AM_ Dec 26,A27,9:20 AM_ Dec 26,9:12 AM_ Dec 26,~Terminal D - D39~
52875,panynj,AA-466-IAH-MIA,6:00 AM_ Dec 26,6:14 AM_ Dec 26,A27,9:20 AM_ Dec 26,9:12 AM_ Dec 26,~Terminal D - D39~
52877,foxbusiness,AA-466-IAH-MIA,6:00 AM_ Dec 26,6:14 AM_ Dec 26,A27,9:20 AM_ Dec 26,9:12 AM_ Dec 26,~Terminal D - D39~
52878,allegiantair,AA-466-IAH-MIA,6:00 AM_ Dec 26,6:14 AM_ Dec 26,A27,9:20 AM_ Dec 26,9:12 AM_ Dec 26,~Terminal D - D39~
52949,travelocity,UA-2515-DFW-CLT,Dec 26 - 7:00am,Dec 26 - Contact Airline,~Not provided by airline~,Dec 26 - 10:26am,Dec 26 - Contact Airline,~Not provided by airline~
52953,mytripandmore,UA-2515-DFW-CLT,Dec 26 - 7:00am,Dec 26 - Contact Airline,~Not provided by airline~,Dec 26 - 10:26am,Dec 26 - Contact Airline,~Not provided by airline~
53090,flightview,AA-2050-ORD-MIA,10:40 AM_ Dec 26,11:11 AM_ Dec 26,K13,2:45 PM_ Dec 26,2:53 PM_ Dec 26,~Terminal D - D40~
53091,panynj,AA-2050-ORD-MIA,10:40 AM_ Dec 26,11:11 AM_ Dec 26,K13,2:45 PM_ Dec 26,2:53 PM_ Dec 26,~Terminal D - D40~
53093,foxbusiness,AA-2050-ORD-MIA,10:40 AM_ Dec 26,11:11 AM_ Dec 26,K13,2:45 PM_ Dec 26,2:53 PM_ Dec 26,~Terminal D - D40~
53094,allegiantair,AA-2050-ORD-MIA,10:40 AM_ Dec 26,11:11 AM_ Dec 26,K13,2:45 PM_ Dec 26,2:53 PM_ Dec 26,~Terminal D - D40~
53138,flightview,AA-59-JFK-SFO,7:10 AM_ Dec 26,7:30 AM_ Dec 26,~Terminal 8 - 36~,10:45 AM_ Dec 26,10:36 AM_ Dec 26,~Terminal 2 - 58B~
53139,panynj,AA-59-JFK-SFO,7:10 AM_ Dec 26,7:30 AM_ Dec 26,~Terminal 8 - 36~,10:45 AM_ Dec 26,10:36 AM_ Dec 26,~Terminal 2 - 58B~
53141,foxbusiness,AA-59-JFK-SFO,7:10 AM_ Dec 26,7:30 AM_ Dec 26,~Terminal 8 - 36~,10:45 AM_ Dec 26,10:36 AM_ Dec 26,~Terminal 2 - 58B~
53142,allegiantair,AA-59-JFK-SFO,7:10 AM_ Dec 26,7:30 AM_ Dec 26,~Terminal 8 - 36~,10:45 AM_ Dec 26,10:36 AM_ Dec 26,~Terminal 2 - 58B~
53183,flightview,AA-3823-LAX-DEN,9:00 PM_ Dec 26,,~Terminal 4 - 44J~,12:15 AM_ Dec 27,,A49
53184,panynj,AA-3823-LAX-DEN,9:00 PM_ Dec 26,,~Terminal 4 - 44J~,12:15 AM_ Dec 27,,A49
53186,foxbusiness,AA-3823-LAX-DEN,9:00 PM_ Dec 26,,~Terminal 4 - 44J~,12:15 AM_ Dec 27,,A49
53187,allegiantair,AA-3823-LAX-DEN,9:00 PM_ Dec 26,,~Terminal 4 - 44J~,12:15 AM_ Dec 27,,A49
53331,flightview,UA-397-JFK-SFO,8:25 AM_ Dec 26,8:52 AM_ Dec 26,9,12:14 PM_ Dec 26,11:48 AM_ Dec 26,~Terminal 3 - 83~
53332,panynj,UA-397-JFK-SFO,8:25 AM_ Dec 26,8:52 AM_ Dec 26,9,12:14 PM_ Dec 26,11:48 AM_ Dec 26,~Terminal 3 - 83~
53334,foxbusiness,UA-397-JFK-SFO,8:25 AM_ Dec 26,8:52 AM_ Dec 26,9,12:14 PM_ Dec 26,11:48 AM_ Dec 26,~Terminal 3 - 83~
53335,allegiantair,UA-397-JFK-SFO,8:25 AM_ Dec 26,8:52 AM_ Dec 26,9,12:14 PM_ Dec 26,11:48 AM_ Dec 26,~Terminal 3 - 83~
53404,flightview,AA-1221-MCO-ORD,8:00 PM_ Dec 26,8:35 PM_ Dec 26,~Terminal A - 15~,9:50 PM_ Dec 26,9:55 PM_ Dec 26,Terminal 3
53405,panynj,AA-1221-MCO-ORD,8:00 PM_ Dec 26,8:35 PM_ Dec 26,~Terminal A - 15~,9:50 PM_ Dec 26,9:55 PM_ Dec 26,Terminal 3
53407,foxbusiness,AA-1221-MCO-ORD,8:00 PM_ Dec 26,8:35 PM_ Dec 26,~Terminal A - 15~,9:50 PM_ Dec 26,9:55 PM_ Dec 26,Terminal 3
53408,allegiantair,AA-1221-MCO-ORD,8:00 PM_ Dec 26,8:35 PM_ Dec 26,~Terminal A - 15~,9:50 PM_ Dec 26,9:55 PM_ Dec 26,Terminal 3
53430,flightview,AA-271-MIA-LAX,11:35 AM_ Dec 26,11:47 AM_ Dec 26,D12,2:25 PM_ Dec 26,2:08 PM_ Dec 26,~Terminal 4 - 42A~
53431,panynj,AA-271-MIA-LAX,11:35 AM_ Dec 26,11:47 AM_ Dec 26,D12,2:25 PM_ Dec 26,2:08 PM_ Dec 26,~Terminal 4 - 42A~
53433,foxbusiness,AA-271-MIA-LAX,11:35 AM_ Dec 26,11:47 AM_ Dec 26,D12,2:25 PM_ Dec 26,2:08 PM_ Dec 26,~Terminal 4 - 42A~
53434,allegiantair,AA-271-MIA-LAX,11:35 AM_ Dec 26,11:47 AM_ Dec 26,D12,2:25 PM_ Dec 26,2:08 PM_ Dec 26,~Terminal 4 - 42A~
53475,flightview,CO-47-IAH-LAX,7:10 PM_ Dec 26,,~Term C - C44~,9:06 PM_ Dec 26,9:02 PM_ Dec 26,Term 6 - 61
53476,panynj,CO-47-IAH-LAX,7:10 PM_ Dec 26,,~Term C - C44~,9:06 PM_ Dec 26,9:02 PM_ Dec 26,Term 6 - 61
53478,foxbusiness,CO-47-IAH-LAX,7:10 PM_ Dec 26,,~Term C - C44~,9:06 PM_ Dec 26,9:02 PM_ Dec 26,Term 6 - 61
53479,allegiantair,CO-47-IAH-LAX,7:10 PM_ Dec 26,,~Term C - C44~,9:06 PM_ Dec 26,9:02 PM_ Dec 26,Term 6 - 61
53522,flightview,AA-2525-DFW-MIA,7:25 AM_ Dec 26,7:33 AM_ Dec 26,A24,11:10 AM_ Dec 26,10:56 AM_ Dec 26,~Terminal D - D14~
53523,panynj,AA-2525-DFW-MIA,7:25 AM_ Dec 26,7:33 AM_ Dec 26,A24,11:10 AM_ Dec 26,10:56 AM_ Dec 26,~Terminal D - D14~
53525,foxbusiness,AA-2525-DFW-MIA,7:25 AM_ Dec 26,7:33 AM_ Dec 26,A24,11:10 AM_ Dec 26,10:56 AM_ Dec 26,~Terminal D - D14~
53526,allegiantair,AA-2525-DFW-MIA,7:25 AM_ Dec 26,7:33 AM_ Dec 26,A24,11:10 AM_ Dec 26,10:56 AM_ Dec 26,~Terminal D - D14~
53546,flightview,AA-1664-MIA-ATL,10:15 AM_ Dec 26,10:33 AM_ Dec 26,~Terminal D - D6~,12:10 PM_ Dec 26,12:09 PM_ Dec 26,T11
53547,panynj,AA-1664-MIA-ATL,10:15 AM_ Dec 26,10:33 AM_ Dec 26,~Terminal D - D6~,12:10 PM_ Dec 26,12:09 PM_ Dec 26,T11
53549,foxbusiness,AA-1664-MIA-ATL,10:15 AM_ Dec 26,10:33 AM_ Dec 26,~Terminal D - D6~,12:10 PM_ Dec 26,12:09 PM_ Dec 26,T11
53550,allegiantair,AA-1664-MIA-ATL,10:15 AM_ Dec 26,10:33 AM_ Dec 26,~Terminal D - D6~,12:10 PM_ Dec 26,12:09 PM_ Dec 26,T11
53590,flightview,AA-484-DFW-MIA,4:15 PM_ Dec 26,4:37 PM_ Dec 26,D17,7:55 PM_ Dec 26,7:56 PM_ Dec 26,~Terminal D - D38~
53591,panynj,AA-484-DFW-MIA,4:15 PM_ Dec 26,4:37 PM_ Dec 26,D17,7:55 PM_ Dec 26,7:56 PM_ Dec 26,~Terminal D - D38~
53593,foxbusiness,AA-484-DFW-MIA,4:15 PM_ Dec 26,4:37 PM_ Dec 26,D17,7:55 PM_ Dec 26,7:56 PM_ Dec 26,~Terminal D - D38~
53594,allegiantair,AA-484-DFW-MIA,4:15 PM_ Dec 26,4:37 PM_ Dec 26,D17,7:55 PM_ Dec 26,7:56 PM_ Dec 26,~Terminal D - D38~
53623,travelocity,CO-1694-LAX-IAH,Dec 26 - 7:41pm,Dec 26 - Contact Airline,64,Dec 27 - 12:44am,Dec 27 - Contact Airline,~Not provided by airline~
53668,flightview,UA-2726-FLL-PHL,4:00 PM_ Dec 26,4:05 PM_ Dec 26,~Terminal 3 - E3~,6:46 PM_ Dec 26,6:46 PM_ Dec 26,C17
53669,panynj,UA-2726-FLL-PHL,4:00 PM_ Dec 26,4:05 PM_ Dec 26,~Terminal 3 - E3~,6:46 PM_ Dec 26,6:46 PM_ Dec 26,C17
53671,foxbusiness,UA-2726-FLL-PHL,4:00 PM_ Dec 26,4:05 PM_ Dec 26,~Terminal 3 - E3~,6:46 PM_ Dec 26,6:46 PM_ Dec 26,C17
53672,allegiantair,UA-2726-FLL-PHL,4:00 PM_ Dec 26,4:05 PM_ Dec 26,~Terminal 3 - E3~,6:46 PM_ Dec 26,6:46 PM_ Dec 26,C17
53691,flightview,AA-3809-PHX-LAX,6:00 AM_ Dec 26,6:14 AM_ Dec 26,~Terminal 3 - 2~,6:40 AM_ Dec 26,6:28 AM_ Dec 26,~Terminal 4 - 44I~
53692,panynj,AA-3809-PHX-LAX,6:00 AM_ Dec 26,6:14 AM_ Dec 26,~Terminal 3 - 2~,6:40 AM_ Dec 26,6:28 AM_ Dec 26,~Terminal 4 - 44I~
53694,foxbusiness,AA-3809-PHX-LAX,6:00 AM_ Dec 26,6:14 AM_ Dec 26,~Terminal 3 - 2~,6:40 AM_ Dec 26,6:28 AM_ Dec 26,~Terminal 4 - 44I~
53695,allegiantair,AA-3809-PHX-LAX,6:00 AM_ Dec 26,6:14 AM_ Dec 26,~Terminal 3 - 2~,6:40 AM_ Dec 26,6:28 AM_ Dec 26,~Terminal 4 - 44I~
53754,flightview,AA-1165-JFK-MIA,6:59 AM_ Dec 26,7:13 AM_ Dec 26,~Terminal 8 - 12~,10:34 AM_ Dec 26,9:44 AM_ Dec 26,~Terminal D - D50~
53755,panynj,AA-1165-JFK-MIA,6:59 AM_ Dec 26,7:13 AM_ Dec 26,~Terminal 8 - 12~,10:34 AM_ Dec 26,9:44 AM_ Dec 26,~Terminal D - D50~
53757,foxbusiness,AA-1165-JFK-MIA,6:59 AM_ Dec 26,7:13 AM_ Dec 26,~Terminal 8 - 12~,10:34 AM_ Dec 26,9:44 AM_ Dec 26,~Terminal D - D50~
53758,allegiantair,AA-1165-JFK-MIA,6:59 AM_ Dec 26,7:13 AM_ Dec 26,~Terminal 8 - 12~,10:34 AM_ Dec 26,9:44 AM_ Dec 26,~Terminal D - D50~
53802,flightview,CO-89-IAH-EWR,6:00 AM_ Dec 26,,~Term C - E10~,10:20 AM_ Dec 26,10:26 AM_ Dec 26,Term C - C82
53803,panynj,CO-89-IAH-EWR,6:00 AM_ Dec 26,,~Term C - E10~,10:20 AM_ Dec 26,10:26 AM_ Dec 26,Term C - C82
53805,foxbusiness,CO-89-IAH-EWR,6:00 AM_ Dec 26,,~Term C - E10~,10:20 AM_ Dec 26,10:26 AM_ Dec 26,Term C - C82
53806,allegiantair,CO-89-IAH-EWR,6:00 AM_ Dec 26,,~Term C - E10~,10:20 AM_ Dec 26,10:26 AM_ Dec 26,Term C - C82
53875,flightview,AA-400-DFW-JFK,10:40 AM_ Dec 26,10:57 AM_ Dec 26,C14,2:59 PM_ Dec 26,2:48 PM_ Dec 26,~Terminal 8 - 42~
53876,panynj,AA-400-DFW-JFK,10:40 AM_ Dec 26,10:57 AM_ Dec 26,C14,2:59 PM_ Dec 26,2:48 PM_ Dec 26,~Terminal 8 - 42~
53878,foxbusiness,AA-400-DFW-JFK,10:40 AM_ Dec 26,10:57 AM_ Dec 26,C14,2:59 PM_ Dec 26,2:48 PM_ Dec 26,~Terminal 8 - 42~
53879,allegiantair,AA-400-DFW-JFK,10:40 AM_ Dec 26,10:57 AM_ Dec 26,C14,2:59 PM_ Dec 26,2:48 PM_ Dec 26,~Terminal 8 - 42~
53900,flightview,AA-643-MIA-ORD,7:10 AM_ Dec 26,7:18 AM_ Dec 26,~Terminal D - D3~,9:35 AM_ Dec 26,9:09 AM_ Dec 26,H15
53901,panynj,AA-643-MIA-ORD,7:10 AM_ Dec 26,7:18 AM_ Dec 26,~Terminal D - D3~,9:35 AM_ Dec 26,9:09 AM_ Dec 26,H15
53903,foxbusiness,AA-643-MIA-ORD,7:10 AM_ Dec 26,7:18 AM_ Dec 26,~Terminal D - D3~,9:35 AM_ Dec 26,9:09 AM_ Dec 26,H15
53904,allegiantair,AA-643-MIA-ORD,7:10 AM_ Dec 26,7:18 AM_ Dec 26,~Terminal D - D3~,9:35 AM_ Dec 26,9:09 AM_ Dec 26,H15
53966,flightview,UA-257-JFK-SFO,2:30 PM_ Dec 26,2:52 PM_ Dec 26,10,6:14 PM_ Dec 26,6:02 PM_ Dec 26,~Terminal I - G94~
53967,panynj,UA-257-JFK-SFO,2:30 PM_ Dec 26,2:52 PM_ Dec 26,10,6:14 PM_ Dec 26,6:02 PM_ Dec 26,~Terminal I - G94~
53969,foxbusiness,UA-257-JFK-SFO,2:30 PM_ Dec 26,2:52 PM_ Dec 26,10,6:14 PM_ Dec 26,6:02 PM_ Dec 26,~Terminal I - G94~
53970,allegiantair,UA-257-JFK-SFO,2:30 PM_ Dec 26,2:52 PM_ Dec 26,10,6:14 PM_ Dec 26,6:02 PM_ Dec 26,~Terminal I - G94~
54091,flightview,AA-1522-SFO-ORD,11:55 PM_ Dec 26,,~Terminal 2 - 57~,5:50 AM_ Dec 27,,~Terminal 3 - H10~
54092,panynj,AA-1522-SFO-ORD,11:55 PM_ Dec 26,,~Terminal 2 - 57~,5:50 AM_ Dec 27,,~Terminal 3 - H10~
54094,foxbusiness,AA-1522-SFO-ORD,11:55 PM_ Dec 26,,~Terminal 2 - 57~,5:50 AM_ Dec 27,,~Terminal 3 - H10~
54095,allegiantair,AA-1522-SFO-ORD,11:55 PM_ Dec 26,,~Terminal 2 - 57~,5:50 AM_ Dec 27,,~Terminal 3 - H10~
54140,flightview,AA-404-MIA-MCO,6:45 AM_ Dec 26,7:02 AM_ Dec 26,~Terminal E - E5~,7:45 AM_ Dec 26,7:38 AM_ Dec 26,15
54141,panynj,AA-404-MIA-MCO,6:45 AM_ Dec 26,7:02 AM_ Dec 26,~Terminal E - E5~,7:45 AM_ Dec 26,7:38 AM_ Dec 26,15
54143,foxbusiness,AA-404-MIA-MCO,6:45 AM_ Dec 26,7:02 AM_ Dec 26,~Terminal E - E5~,7:45 AM_ Dec 26,7:38 AM_ Dec 26,15
54144,allegiantair,AA-404-MIA-MCO,6:45 AM_ Dec 26,7:02 AM_ Dec 26,~Terminal E - E5~,7:45 AM_ Dec 26,7:38 AM_ Dec 26,15
54165,flightview,CO-1193-EWR-MCO,9:10 AM_ Dec 26,9:27 AM_ Dec 26,~Term C - C112~,12:11 PM_ Dec 26,12:06 PM_ Dec 26,Term B - 39
54166,panynj,CO-1193-EWR-MCO,9:10 AM_ Dec 26,9:27 AM_ Dec 26,~Term C - C112~,12:11 PM_ Dec 26,12:06 PM_ Dec 26,Term B - 39
54168,foxbusiness,CO-1193-EWR-MCO,9:10 AM_ Dec 26,9:27 AM_ Dec 26,~Term C - C112~,12:11 PM_ Dec 26,12:06 PM_ Dec 26,Term B - 39
54169,allegiantair,CO-1193-EWR-MCO,9:10 AM_ Dec 26,9:27 AM_ Dec 26,~Term C - C112~,12:11 PM_ Dec 26,12:06 PM_ Dec 26,Term B - 39
54279,aa,~AA-3-JFK-LAX~,December 26_ 2011               12:00 PM,December 26_ 2011               11:56 AM,36,December 26_ 2011               03:15 PM,December 26_ 2011               03:09 PM,46A
54280,flightexplorer,~AA-3-JFK-LAX~,,12/26/2011 12:14PM EST,,,12/26/2011 3:04PM PST,
54281,airtravelcenter,~AA-3-JFK-LAX~,,12/26/11 12:14 PM (-05:00),,,12/26/11 3:04 PM (-08:00),
54282,myrateplan,~AA-3-JFK-LAX~,,12/26/11 12:14 PM (-05:00),,,12/26/11 3:04 PM (-08:00),
54283,helloflight,~AA-3-JFK-LAX~,,12/26/11 12:14 PM (-05:00),,,12/26/11 3:04 PM (-08:00),
54284,flytecomm,~AA-3-JFK-LAX~,,12/26/11 12:14 PM (-05:00),,,12/26/11 3:04 PM (-08:00),
54285,flightaware,~AA-3-JFK-LAX~,2011-12-26 12:00PM EST,2011-12-26 12:13PM EST,36,2011-12-26 03:05PM PST,2011-12-26 03:00PM PST,46A
54286,wunderground,~AA-3-JFK-LAX~,2011-12-26 12:00PM EST,2011-12-26 12:13PM EST,36,2011-12-26 03:05PM PST,2011-12-26 03:00PM PST,46A
54287,flights,~AA-3-JFK-LAX~,12:00 PM  Mon 26-Dec-2011,11:56 AM  Mon 26-Dec-2011,C36,03:15 PM  Mon 26-Dec-2011,03:09 PM  Mon 26-Dec-2011,46A
54288,businesstravellogue,~AA-3-JFK-LAX~,12:00 PM  Mon 26-Dec-2011,11:56 AM  Mon 26-Dec-2011,C36,03:15 PM  Mon 26-Dec-2011,03:09 PM  Mon 26-Dec-2011,46A
54289,flylouisville,~AA-3-JFK-LAX~,12:00 PM  Mon 26-Dec-2011,11:56 AM  Mon 26-Dec-2011,C36,03:15 PM  Mon 26-Dec-2011,03:09 PM  Mon 26-Dec-2011,46A
54290,flightstats,~AA-3-JFK-LAX~,2011-12-26 12:00 PM,2011-12-26 11:56 AM,,2011-12-26 3:15 PM,2011-12-26 3:09 PM,
54291,quicktrip,~AA-3-JFK-LAX~,2011-12-26 12:00 PM,2011-12-26 11:56 AM,,2011-12-26 3:15 PM,2011-12-26 3:09 PM,
54292,world-flight-tracker,~AA-3-JFK-LAX~,2011-12-26 12:00 PM,2011-12-26 11:56 AM,,2011-12-26 3:15 PM,2011-12-26 3:09 PM,
54293,flightview,~AA-3-JFK-LAX~,12:00 PM_ Dec 26,12:14 PM_ Dec 26,~Terminal 8 - 36~,3:15 PM_ Dec 26,3:09 PM_ Dec 26,~Terminal 4 - 46A~
54294,panynj,~AA-3-JFK-LAX~,12:00 PM_ Dec 26,12:14 PM_ Dec 26,~Terminal 8 - 36~,3:15 PM_ Dec 26,3:09 PM_ Dec 26,~Terminal 4 - 46A~
54295,gofox,~AA-3-JFK-LAX~,12:00 PM_ Dec 26,12:14 PM_ Dec 26,,3:15 PM_ Dec 26,3:09 PM_ Dec 26,
54296,foxbusiness,~AA-3-JFK-LAX~,12:00 PM_ Dec 26,12:14 PM_ Dec 26,~Terminal 8 - 36~,3:15 PM_ Dec 26,3:09 PM_ Dec 26,~Terminal 4 - 46A~
54297,allegiantair,~AA-3-JFK-LAX~,12:00 PM_ Dec 26,12:14 PM_ Dec 26,~Terminal 8 - 36~,3:15 PM_ Dec 26,3:09 PM_ Dec 26,~Terminal 4 - 46A~
54298,boston,~AA-3-JFK-LAX~,12:00 PM_ Dec 26,12:14 PM_ Dec 26,,3:15 PM_ Dec 26,3:01 PM_ Dec 26,
54299,orbitz,~AA-3-JFK-LAX~,12:00pDec 26,11:56aDec 26,36,3:15pDec 26,3:09pDec 26,46A
54300,weather,~AA-3-JFK-LAX~,2011-12-26 12:00 PM,2011-12-26 12:14 PM,,2011-12-26 03:15 PM,2011-12-26 03:02 PM,
54301,mytripandmore,~AA-3-JFK-LAX~,12:00pDec 26,11:56aDec 26,36,3:15pDec 26,3:09pDec 26,46A
54316,flightview,AA-431-MIA-SFO,8:35 AM_ Dec 26,8:53 AM_ Dec 26,D11,11:50 AM_ Dec 26,11:35 AM_ Dec 26,~Terminal 2 - 57~
54317,panynj,AA-431-MIA-SFO,8:35 AM_ Dec 26,8:53 AM_ Dec 26,D11,11:50 AM_ Dec 26,11:35 AM_ Dec 26,~Terminal 2 - 57~
54319,foxbusiness,AA-431-MIA-SFO,8:35 AM_ Dec 26,8:53 AM_ Dec 26,D11,11:50 AM_ Dec 26,11:35 AM_ Dec 26,~Terminal 2 - 57~
54320,allegiantair,AA-431-MIA-SFO,8:35 AM_ Dec 26,8:53 AM_ Dec 26,D11,11:50 AM_ Dec 26,11:35 AM_ Dec 26,~Terminal 2 - 57~
54365,flightview,AA-85-JFK-SFO,3:05 PM_ Dec 26,3:18 PM_ Dec 26,~Terminal 8 - 12~,6:30 PM_ Dec 26,6:21 PM_ Dec 26,~Terminal 2 - 58B~
54366,panynj,AA-85-JFK-SFO,3:05 PM_ Dec 26,3:18 PM_ Dec 26,~Terminal 8 - 12~,6:30 PM_ Dec 26,6:21 PM_ Dec 26,~Terminal 2 - 58B~
54368,foxbusiness,AA-85-JFK-SFO,3:05 PM_ Dec 26,3:18 PM_ Dec 26,~Terminal 8 - 12~,6:30 PM_ Dec 26,6:21 PM_ Dec 26,~Terminal 2 - 58B~
54369,allegiantair,AA-85-JFK-SFO,3:05 PM_ Dec 26,3:18 PM_ Dec 26,~Terminal 8 - 12~,6:30 PM_ Dec 26,6:21 PM_ Dec 26,~Terminal 2 - 58B~
54443,flightview,AA-204-LAX-MCO,11:25 PM_ Dec 26,,~Terminal 4 - 42A~,6:55 AM_ Dec 27,,16
54444,panynj,AA-204-LAX-MCO,11:25 PM_ Dec 26,,~Terminal 4 - 42A~,6:55 AM_ Dec 27,,16
54446,foxbusiness,AA-204-LAX-MCO,11:25 PM_ Dec 26,,~Terminal 4 - 42A~,6:55 AM_ Dec 27,,16
54447,allegiantair,AA-204-LAX-MCO,11:25 PM_ Dec 26,,~Terminal 4 - 42A~,6:55 AM_ Dec 27,,16
54469,flightview,AA-4277-CVG-JFK,12:10 PM_ Dec 26,12:16 PM_ Dec 26,Terminal 2,2:15 PM_ Dec 26,1:55 PM_ Dec 26,~Terminal 8 - 31C~
54470,panynj,AA-4277-CVG-JFK,12:10 PM_ Dec 26,12:16 PM_ Dec 26,Terminal 2,2:15 PM_ Dec 26,1:55 PM_ Dec 26,~Terminal 8 - 31C~
54472,foxbusiness,AA-4277-CVG-JFK,12:10 PM_ Dec 26,12:16 PM_ Dec 26,Terminal 2,2:15 PM_ Dec 26,1:55 PM_ Dec 26,~Terminal 8 - 31C~
54473,allegiantair,AA-4277-CVG-JFK,12:10 PM_ Dec 26,12:16 PM_ Dec 26,Terminal 2,2:15 PM_ Dec 26,1:55 PM_ Dec 26,~Terminal 8 - 31C~
54544,flightview,AA-1917-JFK-MCO,2:55 PM_ Dec 26,3:31 PM_ Dec 26,~Terminal 8 - 3~,5:55 PM_ Dec 26,5:42 PM_ Dec 26,16
54545,panynj,AA-1917-JFK-MCO,2:55 PM_ Dec 26,3:31 PM_ Dec 26,~Terminal 8 - 3~,5:55 PM_ Dec 26,5:42 PM_ Dec 26,16
54547,foxbusiness,AA-1917-JFK-MCO,2:55 PM_ Dec 26,3:31 PM_ Dec 26,~Terminal 8 - 3~,5:55 PM_ Dec 26,5:42 PM_ Dec 26,16
54548,allegiantair,AA-1917-JFK-MCO,2:55 PM_ Dec 26,3:31 PM_ Dec 26,~Terminal 8 - 3~,5:55 PM_ Dec 26,5:42 PM_ Dec 26,16
54789,travelocity,UA-2708-EWR-CLT,Dec 27 - 2:55pm,Dec 27 - Contact Airline,~Not provided by airline~,Dec 27 - 4:53pm,Dec 27 - Contact Airline,~Not provided by airline~
54832,flightview,AA-649-ORD-SNA,1:30 PM_ Dec 27,,H12,3:50 PM_ Dec 27,,~Terminal A - 7~
54833,panynj,AA-649-ORD-SNA,1:30 PM_ Dec 27,,H12,3:50 PM_ Dec 27,,~Terminal A - 7~
54835,foxbusiness,AA-649-ORD-SNA,1:30 PM_ Dec 27,,H12,3:50 PM_ Dec 27,,~Terminal A - 7~
54836,allegiantair,AA-649-ORD-SNA,1:30 PM_ Dec 27,,H12,3:50 PM_ Dec 27,,~Terminal A - 7~
54956,flightview,AA-222-LAX-BOS,7:10 AM_ Dec 27,7:25 AM_ Dec 27,~Terminal 4 - 47B~,3:30 PM_ Dec 27,3:20 PM_ Dec 27,~Terminal B - B28~
54957,panynj,AA-222-LAX-BOS,7:10 AM_ Dec 27,7:25 AM_ Dec 27,~Terminal 4 - 47B~,3:30 PM_ Dec 27,3:20 PM_ Dec 27,~Terminal B - B28~
54959,foxbusiness,AA-222-LAX-BOS,7:10 AM_ Dec 27,7:25 AM_ Dec 27,~Terminal 4 - 47B~,3:30 PM_ Dec 27,3:20 PM_ Dec 27,~Terminal B - B28~
54960,allegiantair,AA-222-LAX-BOS,7:10 AM_ Dec 27,7:25 AM_ Dec 27,~Terminal 4 - 47B~,3:30 PM_ Dec 27,3:20 PM_ Dec 27,~Terminal B - B28~
54983,flightview,AA-3468-CVG-MIA,7:00 AM_ Dec 27,7:22 AM_ Dec 27,Terminal 2,9:55 AM_ Dec 27,10:11 AM_ Dec 27,~Terminal D - D60~
54984,panynj,AA-3468-CVG-MIA,7:00 AM_ Dec 27,7:22 AM_ Dec 27,Terminal 2,9:55 AM_ Dec 27,10:11 AM_ Dec 27,~Terminal D - D60~
