~~0~~,ua,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5
49361,businesstravellogue,~~CO-45-EWR-MIA~~,,2011-12-24 04:14 PM,~88~,,2011-12-24 07:05 PM,
49362,flylouisville,~~CO-45-EWR-MIA~~,,2011-12-24 04:14 PM,~88~,,2011-12-24 07:05 PM,
49363,flightstats,~~CO-45-EWR-MIA~~,2011-12-24 3:50 PM,2011-12-24 4:14 PM,,2011-12-24 6:57 PM,2011-12-24 7:05 PM,
49364,quicktrip,~~CO-45-EWR-MIA~~,2011-12-24 3:50 PM,2011-12-24 4:14 PM,,2011-12-24 6:57 PM,2011-12-24 7:05 PM,
49365,flightview,~~CO-45-EWR-MIA~~,,4:27 PMDec 24,,,7:05 PMDec 24,
49366,panynj,~~CO-45-EWR-MIA~~,,4:27 PMDec 24,,,7:05 PMDec 24,
49367,gofox,~~CO-45-EWR-MIA~~,,4:27 PMDec 24,,,7:05 PMDec 24,
49368,foxbusiness,~~CO-45-EWR-MIA~~,,4:27 PMDec 24,,,7:05 PMDec 24,
49369,allegiantair,~~CO-45-EWR-MIA~~,,4:27 PMDec 24,,,7:05 PMDec 24,
49370,boston,~~CO-45-EWR-MIA~~,,4:27 PMDec 24,,,7:01 PMDec 24,
49371,orbitz,~~CO-45-EWR-MIA~~,3:50pDec 24,4:14pDec 24,C88,6:57pDec 24,7:05pDec 24,-
49372,ifly,~~CO-45-EWR-MIA~~,2011-12-24 3:50 PM,2011-12-24 4:14 PM,,2011-12-24 6:57 PM,2011-12-24 7:05 PM,
49373,mytripandmore,~~CO-45-EWR-MIA~~,3:50pDec 24,4:14pDec 24,C88,6:57pDec 24,7:05pDec 24,-
49381,flights,AA-3786-IAH-ORD,04:00 PM  Sat 24-Dec-2011,03:56 PM  Sat 24-Dec-2011,~29~,06:40 PM  Sat 24-Dec-2011,06:02 PM  Sat 24-Dec-2011,G10
49382,businesstravellogue,AA-3786-IAH-ORD,04:00 PM  Sat 24-Dec-2011,03:56 PM  Sat 24-Dec-2011,~29~,06:40 PM  Sat 24-Dec-2011,06:02 PM  Sat 24-Dec-2011,G10
49383,flylouisville,AA-3786-IAH-ORD,04:00 PM  Sat 24-Dec-2011,03:56 PM  Sat 24-Dec-2011,~29~,06:40 PM  Sat 24-Dec-2011,06:02 PM  Sat 24-Dec-2011,G10
49395,weather,AA-3786-IAH-ORD,2011-12-24 04:00 PM,~~,,2011-12-24 06:40 PM,~~,
49396,ord,AA-3786-IAH-ORD,2011-12-24 4:00 PM,~~,~29~,2011-12-24 6:40 PM,~~,G10
49398,usatoday,AA-3786-IAH-ORD,2011-12-24 04:00 PM,~~,,2011-12-24 06:40 PM,~~,
49399,flightarrival,AA-3786-IAH-ORD,2011-12-24 04:00 PM,~~,,2011-12-24 06:40 PM,~~,
49400,aa,AA-1522-SFO-ORD,December 24_ 2011               11:55 PM,December 24_ 2011,~57~,December 25_ 2011               05:50 AM,December 25_ 2011,H10
49402,flightexplorer,AA-1522-SFO-ORD,12/24/2011 11:55PM PST,~~,,12/25/2011 5:50AM CST,~~,
49407,flightaware,AA-1522-SFO-ORD,2011-12-24 11:55PM PST,2011-12-24 11:58PM PST,~57~,2011-12-24 05:51AM CST,2011-12-24 05:48AM CST,K9
49408,wunderground,AA-1522-SFO-ORD,2011-12-24 11:55PM PST,2011-12-24 11:58PM PST,~57~,2011-12-24 05:51AM CST,2011-12-24 05:48AM CST,K9
49409,flights,AA-1522-SFO-ORD,11:55 PM  Sat 24-Dec-2011,~~,,05:50 AM  Sun 25-Dec-2011,~~,
49410,businesstravellogue,AA-1522-SFO-ORD,11:55 PM  Sat 24-Dec-2011,~~,,05:50 AM  Sun 25-Dec-2011,~~,
49411,flylouisville,AA-1522-SFO-ORD,11:55 PM  Sat 24-Dec-2011,~~,,05:50 AM  Sun 25-Dec-2011,~~,
49415,flightview,AA-1522-SFO-ORD,11:55 PM_ Dec 24,~~,Terminal 2 - 57,5:50 AM_ Dec 25,~~,Terminal 3 - H10
49416,panynj,AA-1522-SFO-ORD,11:55 PM_ Dec 24,~~,Terminal 2 - 57,5:50 AM_ Dec 25,~~,Terminal 3 - H10
49417,gofox,AA-1522-SFO-ORD,11:55 PM_ Dec 24,~~,,5:50 AM_ Dec 25,~~,
49418,foxbusiness,AA-1522-SFO-ORD,11:55 PM_ Dec 24,~~,Terminal 2 - 57,5:50 AM_ Dec 25,~~,Terminal 3 - H10
49419,allegiantair,AA-1522-SFO-ORD,11:55 PM_ Dec 24,~~,Terminal 2 - 57,5:50 AM_ Dec 25,~~,Terminal 3 - H10
49421,travelocity,AA-1522-SFO-ORD,Dec 24 - 11:55pm,Dec 24 - Not Available,~57~,Dec 25 - 5:50am,Dec 25 - Not Available,H10/T3
49422,orbitz,AA-1522-SFO-ORD,11:55pDec 24,~~,~57~,5:50aDec 25,~~,H10
49425,mytripandmore,AA-1522-SFO-ORD,11:55pDec 24,~~,~57~,5:50aDec 25,~~,H10
49426,flightwise,AA-1522-SFO-ORD,2011-12-24 11:55PM PST,2011-12-24 11:58PM PST,~57~,2011-12-24 05:51AM CST,2011-12-24 05:48AM CST,K9
49435,flights,AA-3859-IAH-ORD,07:10 AM  Sat 24-Dec-2011,07:03 AM  Sat 24-Dec-2011,~29~,09:40 AM  Sat 24-Dec-2011,09:16 AM  Sat 24-Dec-2011,G8
49436,businesstravellogue,AA-3859-IAH-ORD,07:10 AM  Sat 24-Dec-2011,07:03 AM  Sat 24-Dec-2011,~29~,09:40 AM  Sat 24-Dec-2011,09:16 AM  Sat 24-Dec-2011,G8
49437,flylouisville,AA-3859-IAH-ORD,07:10 AM  Sat 24-Dec-2011,07:03 AM  Sat 24-Dec-2011,~29~,09:40 AM  Sat 24-Dec-2011,09:16 AM  Sat 24-Dec-2011,G8
49449,weather,AA-3859-IAH-ORD,2011-12-24 07:10 AM,~~,,2011-12-24 09:40 AM,~~,
49450,ord,AA-3859-IAH-ORD,2011-12-24 7:10 AM,~~,~29~,2011-12-24 9:40 AM,~~,G8
49454,aa,AA-404-MIA-MCO,December 24_ 2011               06:45 AM,December 24_ 2011               06:41 AM,D34,December 24_ 2011               07:45 AM,December 24_ 2011               07:46 AM,~15~
49460,flightaware,AA-404-MIA-MCO,2011-12-24 06:45AM EST,2011-12-24 06:58AM EST,D34,2011-12-24 07:45AM EST,2011-12-24 07:35AM EST,~15~
49461,wunderground,AA-404-MIA-MCO,2011-12-24 06:45AM EST,2011-12-24 06:58AM EST,D34,2011-12-24 07:45AM EST,2011-12-24 07:35AM EST,~15~
49462,flights,AA-404-MIA-MCO,06:45 AM  Sat 24-Dec-2011,06:41 AM  Sat 24-Dec-2011,D34,07:45 AM  Sat 24-Dec-2011,07:46 AM  Sat 24-Dec-2011,~15~
49463,businesstravellogue,AA-404-MIA-MCO,06:45 AM  Sat 24-Dec-2011,06:41 AM  Sat 24-Dec-2011,D34,07:45 AM  Sat 24-Dec-2011,07:46 AM  Sat 24-Dec-2011,~15~
49464,flylouisville,AA-404-MIA-MCO,06:45 AM  Sat 24-Dec-2011,06:41 AM  Sat 24-Dec-2011,D34,07:45 AM  Sat 24-Dec-2011,07:46 AM  Sat 24-Dec-2011,~15~
49468,flightview,AA-404-MIA-MCO,6:45 AM_ Dec 24,6:58 AM_ Dec 24,Terminal D - D34,7:45 AM_ Dec 24,7:35 AM_ Dec 24,~15~
49469,panynj,AA-404-MIA-MCO,6:45 AM_ Dec 24,6:58 AM_ Dec 24,Terminal D - D34,7:45 AM_ Dec 24,7:35 AM_ Dec 24,~15~
49471,foxbusiness,AA-404-MIA-MCO,6:45 AM_ Dec 24,6:58 AM_ Dec 24,Terminal D - D34,7:45 AM_ Dec 24,7:35 AM_ Dec 24,~15~
49472,allegiantair,AA-404-MIA-MCO,6:45 AM_ Dec 24,6:58 AM_ Dec 24,Terminal D - D34,7:45 AM_ Dec 24,7:35 AM_ Dec 24,~15~
49474,travelocity,AA-404-MIA-MCO,Dec 24 - 6:45am,Dec 24 - 6:41am,D34,Dec 24 - 7:45am,Dec 24 - 7:46am,~15~
49475,orbitz,AA-404-MIA-MCO,6:45aDec 24,6:41aDec 24,D34,7:45aDec 24,7:46aDec 24,~15~
49477,mco,AA-404-MIA-MCO,,~~,,2011-12-24 Sat  07:45,2011-12-24 Sat  07:41,15?
49480,ua,UA-858-PVG-SFO,Sat_ Dec 24 1:45 PM,Sat_ Dec 24 1:38 PM,~73~,Sat_ Dec 24 8:27 AM,Sat_ Dec 24 7:58 AM,~97~
49494,travelocity,UA-858-PVG-SFO,Dec 24 - Not Available,Dec 24 - 1:52pm,~73~,Dec 24 - Not Available,Dec 24 - 7:58am,~97~
49495,orbitz,UA-858-PVG-SFO,1:45pDec 24,1:38pDec 24,~73~,8:27aDec 24,7:58aDec 24,~97~
49496,weather,UA-858-PVG-SFO,2011-12-24 01:45 PM,~~,,2011-12-24 08:27 AM,~~,
49497,usatoday,UA-858-PVG-SFO,2011-12-24 01:45 PM,~~,,2011-12-24 08:27 AM,~~,
49498,flightarrival,UA-858-PVG-SFO,2011-12-24 01:45 PM,~~,,2011-12-24 08:27 AM,~~,
49500,airtravelcenter,UA-2314-ATL-PHL,12/24/11 2:55 PM (-05:00),~~,,12/24/11 5:00 PM (-05:00),~~,
49501,myrateplan,UA-2314-ATL-PHL,12/24/11 2:55 PM (-05:00),~~,,12/24/11 5:00 PM (-05:00),~~,
49502,helloflight,UA-2314-ATL-PHL,12/24/11 2:55 PM (-05:00),~~,,12/24/11 5:00 PM (-05:00),~~,
49503,flytecomm,UA-2314-ATL-PHL,12/24/11 2:55 PM (-05:00),~~,,12/24/11 5:00 PM (-05:00),~~,
49517,weather,UA-2314-ATL-PHL,2011-12-24 02:55 PM,~~,,2011-12-24 05:00 PM,~~,
49519,usatoday,UA-2314-ATL-PHL,2011-12-24 02:55 PM,~~,,2011-12-24 05:00 PM,~~,
49521,flightarrival,UA-2314-ATL-PHL,2011-12-24 02:55 PM,~~,,2011-12-24 05:00 PM,~~,
49540,weather,UA-3515-IAD-MSP,2011-12-24 08:15 AM,~~,,2011-12-24 10:05 AM,~~,
49543,ua,UA-854-SFO-IAH,Sat_ Dec 24 7:35 AM,Sat_ Dec 24 7:36 AM,~100~,Sat_ Dec 24 1:30 PM,Sat_ Dec 24 1:21 PM,C16
49548,flights,UA-854-SFO-IAH,,2011-12-24 07:36 AM,G100,,2011-12-24 01:21 PM,~16~
49549,businesstravellogue,UA-854-SFO-IAH,,2011-12-24 07:36 AM,G100,,2011-12-24 01:21 PM,~16~
49550,flylouisville,UA-854-SFO-IAH,,2011-12-24 07:36 AM,G100,,2011-12-24 01:21 PM,~16~
49559,travelocity,UA-854-SFO-IAH,Dec 24 - Not Available,Dec 24 - 7:52am,~100~,Dec 24 - Not Available,Dec 24 - 1:21pm,C16
49560,orbitz,UA-854-SFO-IAH,7:35aDec 24,7:36aDec 24,~100~,1:30pDec 24,1:21pDec 24,C16
49563,CO,~~CO-63-EWR-IAH~~,Sat._ Dec.24_ 2011 5:25 p.m.,Sat._ Dec.24_ 2011 5:24 p.m.,,Sat._ Dec.24_ 2011 8:30 p.m.,Sat._ Dec.24_ 2011 8:44 p.m.,
49564,airtravelcenter,~~CO-63-EWR-IAH~~,12/24/11 5:25 PM (-05:00),~~,,12/24/11 8:30 PM (-06:00),~~,
49565,myrateplan,~~CO-63-EWR-IAH~~,12/24/11 5:25 PM (-05:00),~~,,12/24/11 8:30 PM (-06:00),~~,
49566,helloflight,~~CO-63-EWR-IAH~~,12/24/11 5:25 PM (-05:00),~~,,12/24/11 8:30 PM (-06:00),~~,
49567,flytecomm,~~CO-63-EWR-IAH~~,12/24/11 5:25 PM (-05:00),~~,,12/24/11 8:30 PM (-06:00),~~,
49568,flightaware,~~CO-63-EWR-IAH~~,2011-12-24 05:25PM EST,2011-12-24 05:44PM EST,~135~,2011-12-24 08:21PM CST,2011-12-24 08:36PM CST,E17
49569,wunderground,~~CO-63-EWR-IAH~~,2011-12-24 05:25PM EST,2011-12-24 05:44PM EST,~135~,2011-12-24 08:21PM CST,2011-12-24 08:36PM CST,E17
49570,flights,~~CO-63-EWR-IAH~~,,2011-12-24 05:24 PM,~135~,,2011-12-24 08:44 PM,~17~
49571,businesstravellogue,~~CO-63-EWR-IAH~~,,2011-12-24 05:24 PM,~135~,,2011-12-24 08:44 PM,~17~
49572,flylouisville,~~CO-63-EWR-IAH~~,,2011-12-24 05:24 PM,~135~,,2011-12-24 08:44 PM,~17~
49573,flightstats,~~CO-63-EWR-IAH~~,2011-12-24 5:25 PM,2011-12-24 5:24 PM,,2011-12-24 8:30 PM,2011-12-24 8:44 PM,
49574,quicktrip,~~CO-63-EWR-IAH~~,2011-12-24 5:25 PM,2011-12-24 5:24 PM,,2011-12-24 8:30 PM,2011-12-24 8:44 PM,
49575,flightview,~~CO-63-EWR-IAH~~,,5:45 PMDec 24,,,8:44 PMDec 24,
49576,panynj,~~CO-63-EWR-IAH~~,,5:45 PMDec 24,,,8:44 PMDec 24,
49577,gofox,~~CO-63-EWR-IAH~~,,5:45 PMDec 24,,,8:44 PMDec 24,
49578,foxbusiness,~~CO-63-EWR-IAH~~,,5:45 PMDec 24,,,8:44 PMDec 24,
49579,allegiantair,~~CO-63-EWR-IAH~~,,5:45 PMDec 24,,,8:44 PMDec 24,
49580,boston,~~CO-63-EWR-IAH~~,,5:45 PMDec 24,,,8:36 PMDec 24,
49581,orbitz,~~CO-63-EWR-IAH~~,5:25pDec 24,5:24pDec 24,~135~,8:30pDec 24,8:44pDec 24,E17
49582,ifly,~~CO-63-EWR-IAH~~,2011-12-24 5:25 PM,2011-12-24 5:24 PM,,2011-12-24 8:30 PM,2011-12-24 8:44 PM,
49583,usatoday,~~CO-63-EWR-IAH~~,,5:45 PMDec 24,,,8:36 PMDec 24,
49584,mytripandmore,~~CO-63-EWR-IAH~~,5:25pDec 24,5:24pDec 24,~135~,8:30pDec 24,8:44pDec 24,E17
49585,flightarrival,~~CO-63-EWR-IAH~~,2011-12-24 5:25 PM,2011-12-24 5:24 PM,,2011-12-24 8:30 PM,2011-12-24 8:44 PM,
49586,CO,~~CO-58-DEN-IAH~~,Sat._ Dec.24_ 2011 11:33 a.m.,Sat._ Dec.24_ 2011 11:40 a.m.,,Sat._ Dec.24_ 2011 2:59 p.m.,Sat._ Dec.24_ 2011 3:00 p.m.,
49587,airtravelcenter,~~CO-58-DEN-IAH~~,12/24/11 11:33 AM (-07:00),~~,,12/24/11 2:59 PM (-06:00),~~,
49588,myrateplan,~~CO-58-DEN-IAH~~,12/24/11 11:33 AM (-07:00),~~,,12/24/11 2:59 PM (-06:00),~~,
49589,helloflight,~~CO-58-DEN-IAH~~,12/24/11 11:33 AM (-07:00),~~,,12/24/11 2:59 PM (-06:00),~~,
49590,flytecomm,~~CO-58-DEN-IAH~~,12/24/11 11:33 AM (-07:00),~~,,12/24/11 2:59 PM (-06:00),~~,
49591,flightaware,~~CO-58-DEN-IAH~~,2011-12-24 11:33AM MST,2011-12-24 11:54AM MST,B22,2011-12-24 02:35PM CST,2011-12-24 02:52PM CST,~40~
49592,wunderground,~~CO-58-DEN-IAH~~,2011-12-24 11:33AM MST,2011-12-24 11:54AM MST,B22,2011-12-24 02:35PM CST,2011-12-24 02:52PM CST,~40~
49593,flights,~~CO-58-DEN-IAH~~,11:33 AM  Sat 24-Dec-2011,11:40 AM  Sat 24-Dec-2011,B22,02:59 PM  Sat 24-Dec-2011,03:00 PM  Sat 24-Dec-2011,~40~
49594,businesstravellogue,~~CO-58-DEN-IAH~~,11:33 AM  Sat 24-Dec-2011,11:40 AM  Sat 24-Dec-2011,B22,02:59 PM  Sat 24-Dec-2011,03:00 PM  Sat 24-Dec-2011,~40~
49595,flylouisville,~~CO-58-DEN-IAH~~,11:33 AM  Sat 24-Dec-2011,11:40 AM  Sat 24-Dec-2011,B22,02:59 PM  Sat 24-Dec-2011,03:00 PM  Sat 24-Dec-2011,~40~
49596,flightstats,~~CO-58-DEN-IAH~~,2011-12-24 11:33 AM,2011-12-24 11:40 AM,,2011-12-24 2:59 PM,2011-12-24 3:00 PM,
49597,quicktrip,~~CO-58-DEN-IAH~~,2011-12-24 11:33 AM,2011-12-24 11:40 AM,,2011-12-24 2:59 PM,2011-12-24 3:00 PM,
49598,world-flight-tracker,~~CO-58-DEN-IAH~~,2011-12-24 11:33 AM,2011-12-24 11:40 AM,,2011-12-24 2:59 PM,2011-12-24 3:00 PM,
49599,flightview,~~CO-58-DEN-IAH~~,11:33 AM_ Dec 24,11:54 AM_ Dec 24,Terminal Conc B - B22,2:59 PM_ Dec 24,3:00 PM_ Dec 24,Term C - C40
49600,panynj,~~CO-58-DEN-IAH~~,11:33 AM_ Dec 24,11:54 AM_ Dec 24,Terminal Conc B - B22,2:59 PM_ Dec 24,3:00 PM_ Dec 24,Term C - C40
49601,gofox,~~CO-58-DEN-IAH~~,11:33 AM_ Dec 24,11:54 AM_ Dec 24,,2:59 PM_ Dec 24,3:00 PM_ Dec 24,
49602,foxbusiness,~~CO-58-DEN-IAH~~,11:33 AM_ Dec 24,11:54 AM_ Dec 24,Terminal Conc B - B22,2:59 PM_ Dec 24,3:00 PM_ Dec 24,Term C - C40
49603,allegiantair,~~CO-58-DEN-IAH~~,11:33 AM_ Dec 24,11:54 AM_ Dec 24,Terminal Conc B - B22,2:59 PM_ Dec 24,3:00 PM_ Dec 24,Term C - C40
49604,boston,~~CO-58-DEN-IAH~~,11:33 AM_ Dec 24,11:54 AM_ Dec 24,,2:59 PM_ Dec 24,2:53 PM_ Dec 24,
49605,travelocity,~~CO-58-DEN-IAH~~,Dec 24 - 11:33am,Dec 24 - 11:40am,B22,Dec 24 - 2:59pm,Dec 24 - 3:00pm,C-40
49606,orbitz,~~CO-58-DEN-IAH~~,11:33aDec 24,11:40aDec 24,B22,2:59pDec 24,3:00pDec 24,~40~
49607,weather,~~CO-58-DEN-IAH~~,2011-12-24 11:33 AM,~~,,2011-12-24 02:59 PM,~~,
49608,den,~~CO-58-DEN-IAH~~,2011-12-24 11:33 AM,~~,B22,,~~,
49609,ifly,~~CO-58-DEN-IAH~~,2011-12-24 11:33 AM,2011-12-24 11:40 AM,,2011-12-24 2:59 PM,2011-12-24 3:00 PM,
49610,usatoday,~~CO-58-DEN-IAH~~,11:33 AM_ Dec 24,11:54 AM_ Dec 24,,2:59 PM_ Dec 24,2:53 PM_ Dec 24,
49611,flightwise,~~CO-58-DEN-IAH~~,2011-12-24 11:33AM MST,2011-12-24 11:54AM MST,B22,2011-12-24 02:35PM CST,2011-12-24 02:52PM CST,~40~
49612,flightarrival,~~CO-58-DEN-IAH~~,2011-12-24 11:33 AM,2011-12-24 11:40 AM,,2011-12-24 2:59 PM,2011-12-24 3:00 PM,
49613,aa,~~AA-3-JFK-LAX~~,December 24_ 2011               12:00 PM,December 24_ 2011               11:53 AM,~46~,December 24_ 2011               03:15 PM,December 24_ 2011               02:29 PM,47B
49614,flightexplorer,~~AA-3-JFK-LAX~~,,12/24/2011 12:05PM EST,,,12/24/2011 2:23PM PST,
49615,airtravelcenter,~~AA-3-JFK-LAX~~,,12/24/11 12:05 PM (-05:00),,,12/24/11 2:23 PM (-08:00),
49616,myrateplan,~~AA-3-JFK-LAX~~,,12/24/11 12:05 PM (-05:00),,,12/24/11 2:23 PM (-08:00),
49617,helloflight,~~AA-3-JFK-LAX~~,,12/24/11 12:05 PM (-05:00),,,12/24/11 2:23 PM (-08:00),
49618,flytecomm,~~AA-3-JFK-LAX~~,,12/24/11 12:05 PM (-05:00),,,12/24/11 2:23 PM (-08:00),
49619,flightaware,~~AA-3-JFK-LAX~~,2011-12-24 12:00PM EST,2011-12-24 12:05PM EST,~46~,2011-12-24 02:52PM PST,2011-12-24 02:23PM PST,47B
49620,wunderground,~~AA-3-JFK-LAX~~,2011-12-24 12:00PM EST,2011-12-24 12:05PM EST,~46~,2011-12-24 02:52PM PST,2011-12-24 02:23PM PST,47B
49621,flights,~~AA-3-JFK-LAX~~,12:00 PM  Sat 24-Dec-2011,11:53 AM  Sat 24-Dec-2011,C46,03:15 PM  Sat 24-Dec-2011,02:29 PM  Sat 24-Dec-2011,47B
49622,businesstravellogue,~~AA-3-JFK-LAX~~,12:00 PM  Sat 24-Dec-2011,11:53 AM  Sat 24-Dec-2011,C46,03:15 PM  Sat 24-Dec-2011,02:29 PM  Sat 24-Dec-2011,47B
49623,flylouisville,~~AA-3-JFK-LAX~~,12:00 PM  Sat 24-Dec-2011,11:53 AM  Sat 24-Dec-2011,C46,03:15 PM  Sat 24-Dec-2011,02:29 PM  Sat 24-Dec-2011,47B
49624,flightstats,~~AA-3-JFK-LAX~~,2011-12-24 12:00 PM,2011-12-24 11:53 AM,,2011-12-24 3:15 PM,2011-12-24 2:29 PM,
49625,quicktrip,~~AA-3-JFK-LAX~~,2011-12-24 12:00 PM,2011-12-24 11:53 AM,,2011-12-24 3:15 PM,2011-12-24 2:29 PM,
49626,world-flight-tracker,~~AA-3-JFK-LAX~~,2011-12-24 12:00 PM,2011-12-24 11:53 AM,,2011-12-24 3:15 PM,2011-12-24 2:29 PM,
49627,flightview,~~AA-3-JFK-LAX~~,12:00 PM_ Dec 24,12:05 PM_ Dec 24,Terminal 8 - 46,3:15 PM_ Dec 24,2:29 PM_ Dec 24,Terminal 4 - 47B
49628,panynj,~~AA-3-JFK-LAX~~,12:00 PM_ Dec 24,12:05 PM_ Dec 24,Terminal 8 - 46,3:15 PM_ Dec 24,2:29 PM_ Dec 24,Terminal 4 - 47B
49629,gofox,~~AA-3-JFK-LAX~~,12:00 PM_ Dec 24,12:05 PM_ Dec 24,,3:15 PM_ Dec 24,2:29 PM_ Dec 24,
49630,foxbusiness,~~AA-3-JFK-LAX~~,12:00 PM_ Dec 24,12:05 PM_ Dec 24,Terminal 8 - 46,3:15 PM_ Dec 24,2:29 PM_ Dec 24,Terminal 4 - 47B
49631,allegiantair,~~AA-3-JFK-LAX~~,12:00 PM_ Dec 24,12:05 PM_ Dec 24,Terminal 8 - 46,3:15 PM_ Dec 24,2:29 PM_ Dec 24,Terminal 4 - 47B
49632,boston,~~AA-3-JFK-LAX~~,12:00 PM_ Dec 24,12:05 PM_ Dec 24,,3:15 PM_ Dec 24,2:24 PM_ Dec 24,
49633,travelocity,~~AA-3-JFK-LAX~~,Dec 24 - 12:00noon,Dec 24 - 11:53am,46/8,Dec 24 - 3:15pm,Dec 24 - 2:29pm,47B/T4
49634,orbitz,~~AA-3-JFK-LAX~~,12:00pDec 24,11:53aDec 24,~46~,3:15pDec 24,2:29pDec 24,47B
49635,weather,~~AA-3-JFK-LAX~~,2011-12-24 12:00 PM,2011-12-24 12:05 PM,,2011-12-24 03:15 PM,2011-12-24 02:22 PM,
49636,usatoday,~~AA-3-JFK-LAX~~,12:00 PM_ Dec 24,12:05 PM_ Dec 24,,3:15 PM_ Dec 24,2:24 PM_ Dec 24,
49637,flightwise,~~AA-3-JFK-LAX~~,2011-12-24 12:00PM EST,2011-12-24 12:05PM EST,~46~,2011-12-24 02:52PM PST,2011-12-24 02:23PM PST,47B
49638,aa,AA-431-MIA-SFO,December 24_ 2011               08:35 AM,December 24_ 2011               09:52 AM,D3,December 24_ 2011               11:50 AM,December 24_ 2011,~57~
49644,flightaware,AA-431-MIA-SFO,2011-12-24 08:35AM EST,2011-12-24 10:08AM EST,D3,2011-12-24 11:18AM PST,2011-12-24 12:28PM PST,~57~
49645,wunderground,AA-431-MIA-SFO,2011-12-24 08:35AM EST,2011-12-24 10:08AM EST,D3,2011-12-24 11:18AM PST,2011-12-24 12:28PM PST,~57~
49646,flights,AA-431-MIA-SFO,08:35 AM  Sat 24-Dec-2011,~~,D3,11:50 AM  Sat 24-Dec-2011,~~,~57~
49647,businesstravellogue,AA-431-MIA-SFO,08:35 AM  Sat 24-Dec-2011,~~,D3,11:50 AM  Sat 24-Dec-2011,~~,~57~
49648,flylouisville,AA-431-MIA-SFO,08:35 AM  Sat 24-Dec-2011,~~,D3,11:50 AM  Sat 24-Dec-2011,~~,~57~
49652,flightview,AA-431-MIA-SFO,8:35 AM_ Dec 24,10:08 AM_ Dec 24,,11:50 AM_ Dec 24,~~,
49653,panynj,AA-431-MIA-SFO,8:35 AM_ Dec 24,10:08 AM_ Dec 24,,11:50 AM_ Dec 24,~~,
49654,gofox,AA-431-MIA-SFO,8:35 AM_ Dec 24,10:08 AM_ Dec 24,,11:50 AM_ Dec 24,~~,
49655,foxbusiness,AA-431-MIA-SFO,8:35 AM_ Dec 24,10:08 AM_ Dec 24,,11:50 AM_ Dec 24,~~,
49656,allegiantair,AA-431-MIA-SFO,8:35 AM_ Dec 24,10:08 AM_ Dec 24,,11:50 AM_ Dec 24,~~,
49658,travelocity,AA-431-MIA-SFO,Dec 24 - 8:35am,Dec 24 - 9:52am,D3,Dec 24 - 11:50am,Dec 24 - 12:30pm*,~57~
49659,orbitz,AA-431-MIA-SFO,8:35aDec 24,9:52aDec 24,D3,1:36pDec 24,~~,~57~
49661,sfo,AA-431-MIA-SFO,,~~,,2011-12-24 11:50 AM,~~,~57~
49662,mytripandmore,AA-431-MIA-SFO,8:35aDec 24,9:52aDec 24,D3,1:36pDec 24,~~,~57~
49665,airtravelcenter,CO-1586-IAH-MCO,12/24/11 7:00 PM (-06:00),~~,,12/24/11 10:15 PM (-05:00),~~,
49666,myrateplan,CO-1586-IAH-MCO,12/24/11 7:00 PM (-06:00),~~,,12/24/11 10:15 PM (-05:00),~~,
49667,helloflight,CO-1586-IAH-MCO,12/24/11 7:00 PM (-06:00),~~,,12/24/11 10:15 PM (-05:00),~~,
49668,flytecomm,CO-1586-IAH-MCO,12/24/11 7:00 PM (-06:00),~~,,12/24/11 10:15 PM (-05:00),~~,
49669,flightaware,CO-1586-IAH-MCO,2011-12-24 07:00PM CST,2011-12-24 07:39PM CST,E16,2011-12-24 10:01PM EST,2011-12-24 10:23PM EST,~39~
49670,wunderground,CO-1586-IAH-MCO,2011-12-24 07:00PM CST,2011-12-24 07:39PM CST,E16,2011-12-24 10:01PM EST,2011-12-24 10:23PM EST,~39~
49671,flights,CO-1586-IAH-MCO,07:00 PM  Sat 24-Dec-2011,07:27 PM  Sat 24-Dec-2011,~16~,10:15 PM  Sat 24-Dec-2011,10:29 PM  Sat 24-Dec-2011,~39~
49672,businesstravellogue,CO-1586-IAH-MCO,07:00 PM  Sat 24-Dec-2011,07:27 PM  Sat 24-Dec-2011,~16~,10:15 PM  Sat 24-Dec-2011,10:29 PM  Sat 24-Dec-2011,~39~
49673,flylouisville,CO-1586-IAH-MCO,07:00 PM  Sat 24-Dec-2011,07:27 PM  Sat 24-Dec-2011,~16~,10:15 PM  Sat 24-Dec-2011,10:29 PM  Sat 24-Dec-2011,~39~
49683,travelocity,CO-1586-IAH-MCO,Dec 24 - 7:00pm,Dec 24 - 7:27pm,E16,Dec 24 - 10:15pm,Dec 24 - 10:29pm,~39~
49684,orbitz,CO-1586-IAH-MCO,7:00pDec 24,7:27pDec 24,E16,10:15pDec 24,10:29pDec 24,~39~
49685,weather,CO-1586-IAH-MCO,2011-12-24 07:00 PM,~~,,2011-12-24 10:15 PM,~~,
49686,mco,CO-1586-IAH-MCO,,~~,,2011-12-24 Sat  22:15,2011-12-24 Sat  22:30,39?
49687,usatoday,CO-1586-IAH-MCO,2011-12-24 07:00 PM,~~,,2011-12-24 10:15 PM,~~,
49688,flightwise,CO-1586-IAH-MCO,2011-12-24 07:00PM CST,2011-12-24 07:39PM CST,E16,2011-12-24 10:01PM EST,2011-12-24 10:23PM EST,~39~
